fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,fst_sel_index1,fst_sel_index2,fst_sel_index3,fst_sel_index4,fst_sel_index5,fst_sel_index6,lst_sel_index1,lst_sel_index2,lst_sel_index3,lst_sel_index4,lst_sel_index5,lst_sel_index6,fst_typen1,fst_typen2,fst_typen3,fst_typen4,fst_typen5,fst_typen6,lst_typen1,lst_typen2,lst_typen3,lst_typen4,lst_typen5,lst_typen6,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,graduated,grad2,grad4,i_cdr2,i_cdr3,i_cdr5,alt_cdr2,alt_cdr3,alt_cdr5,alt_cdr2_f,alt_cdr2_dnf,rr2,rr5,neg_am2,neg_am5,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,age_entry,cpi_adj
1982,,,2,19,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,52,50,2,0,2800,2200,2750,2195,2810,2155,,,3505,3465,3835,4425,4420,4375,2.172,0,,,,0.103,0.14,0.191,0.129,0.153,0.195,,,0.846,0.56,0.071,0.092,,,,,,,,,,,,,,,0.474364
1983,,,2,29,28,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,92,85,7,0,3190,2225,3035,2215,4725,4190,,,4235,4215,6235,5425,4930,8570,2.49,0,,,,0.139,0.185,0.231,0.157,0.198,0.232,,,0.851,0.562,0.073,0.097,,,,,,,,,,,,,,,0.491878
1984,,,2,34,33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,106,101,5,0,3110,2215,3025,2210,5005,4215,,,4225,4210,6630,5440,5315,11720,2.032,0,,,,0.184,0.235,0.272,0.217,0.25,0.279,,,0.854,0.569,0.11,0.118,,,,,,,,,,,,,,,0.509814
1985,,,2,47,46,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,159,150,9,0,3385,2225,3260,2215,6510,4345,,,4310,4285,8760,6355,6350,14700,2.264,0,,,,0.194,0.243,0.272,0.224,0.249,0.276,,,0.853,0.568,0.111,0.12,,,,,,,,,,,,,,,0.528431
1986,,,2,54,53,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,190,180,10,0,3490,2220,3400,2220,5680,4305,,,4350,4325,8400,6455,6430,12660,1.877,0,,,,0.211,0.251,0.283,0.236,0.26,0.29,,,0.852,0.568,0.096,0.103,,,,,,,,,,,,,,,0.536539
1987,,,2,61,60,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,230,214,17,0,3750,2555,3580,2500,7875,4280,2220,2410,4440,4410,12575,6640,6565,17470,1.836,0,,,,0.168,0.216,0.273,0.199,0.231,0.283,,,0.85,0.564,0.087,0.114,,,,,,,,,,,,,,,0.556903
1988,,,2,66,65,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,259,243,16,0,3900,2710,3735,2680,7950,4375,3440,3325,4790,4610,10275,7140,6780,18525,1.986,0,,,,0.243,0.305,0.369,0.279,0.328,0.376,,,0.851,0.568,0.148,0.192,,,,,,,,,,,,,,,0.580705
1989,,,2,66,65,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,303,284,20,0,4590,3510,4375,3460,11830,6320,3325,3125,5890,5785,12600,8715,8410,34155,1.844,0,,,,0.224,0.302,0.376,0.269,0.327,0.386,,,0.85,0.566,0.173,0.212,,,,,,,,,,,,,,,0.60299
1990,,,2,67,66,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,336,317,18,1,4985,3820,4795,3675,10405,6975,3910,3710,6300,6105,11110,10275,9925,24255,1.714,0,,,,0.248,0.333,0.394,0.299,0.35,0.402,,,0.853,0.565,0.194,0.219,,,,,,,,,,,,,,,0.631967
1991,,,2,69,68,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,365,348,17,1,5255,3800,5100,3710,10325,7355,3500,2620,6835,6685,12775,10890,10645,22525,1.521,0,,,,0.25,0.328,0.403,0.292,0.347,0.409,,,0.849,0.575,0.204,0.243,,,,,,,,,,,,,,,0.648323
1992,,,2,72,71,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,438,422,16,2,6115,4180,5970,4125,11285,7165,3495,3260,7450,7245,14715,12410,12225,26365,1.599,0,,,,0.226,0.307,0.383,0.268,0.331,0.397,,,0.843,0.576,0.199,0.238,,,,,,,,,,,,,,,0.665147
1993,,,2,72,71,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,433,412,21,1,6050,4570,5840,4420,11285,7000,3405,2495,7790,7615,14155,12780,12500,30810,1.524,0,,,,0.242,0.308,0.397,0.277,0.337,0.409,,,0.846,0.642,0.199,0.306,,,,,,,,,,,,,,,0.679709
1994,,,2,68,67,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,463,433,30,2,6780,5060,6475,5005,15295,10465,6875,4070,8775,8655,21975,13850,13320,37675,1.609,1,,,,0.196,0.287,0.363,0.237,0.31,0.373,,,0.854,0.629,0.207,0.3,,,,,,,,,,,,,,,0.694281
1995,,,2,67,66,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,530,496,34,1,7900,6010,7570,5935,14810,10795,3880,3720,10505,10210,17820,16465,15815,28345,1.713,1,,,,0.178,0.253,0.322,0.216,0.281,0.329,,,0.856,0.66,0.198,0.323,27840,0.347,0.423,0.511,63365,0.195,0.085,0.041,21785,16470,34275,21785,,,0.707602
1996,,,2,67,65,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,609,553,56,1,9085,6705,8525,6595,19695,13345,5060,4940,12270,11680,25285,18675,17810,45010,1.825,1,0.614,0.047,0.585,0.163,0.227,0.284,0.198,0.25,0.293,0.139,0.327,0.935,0.672,0.382,0.327,29860,0.334,0.549,0.556,55017,0.145,0.096,0.038,20215,16490,35920,20065,101875,,0.724261
1997,,,2,69,66,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,670,598,72,1,9770,6720,9040,6625,23245,16050,5300,2835,12930,12185,32490,20235,19125,56700,1.769,1,0.609,0.045,0.584,0.134,0.195,0.265,0.17,0.21,0.278,0.122,0.284,0.953,0.722,0.426,0.352,32110,0.38,0.5,0.532,58200,0.126,0.101,0.041,22990,16760,43575,22990,36390,,0.732323
1998,,,2,74,71,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,802,684,119,4,10790,7130,9590,6915,26365,17685,16155,7620,14210,13430,36240,22300,20280,56735,1.962,1,0.583,0.046,0.557,0.121,0.172,0.246,0.145,0.195,0.258,0.095,0.243,0.956,0.745,0.424,0.362,34110,0.398,0.49,0.511,59890,0.105,0.089,0.036,24575,18790,40215,24395,42980,,0.738253
1999,,,2,80,77,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,902,757,145,2,11310,7165,9875,6925,31655,19535,6460,5350,14860,14160,41945,23695,21245,79410,1.939,1,0.571,0.047,0.546,0.086,0.157,0.234,0.12,0.181,0.243,0.074,0.205,0.946,0.71,0.419,0.35,34760,0.411,0.473,0.514,58838,0.13,0.099,0.039,25140,19370,38425,25110,43580,24,0.753413
2000,,,2,89,85,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1034,862,172,2,11585,7345,10095,7045,30830,19520,7625,5795,14890,14190,39125,23830,21640,86730,1.864,1,0.555,0.051,0.528,0.089,0.163,0.238,0.126,0.191,0.25,0.071,0.215,0.96,0.743,0.432,0.344,37365,0.385,0.442,0.479,58839,0.127,0.095,0.036,26305,20750,43035,26090,34050,24,0.77168
2001,,,2,91,87,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1116,936,180,4,12335,7655,10810,7270,30745,20210,8060,7235,16170,15210,37840,26115,23170,70600,2.041,1,0.547,0.055,0.519,0.08,0.154,0.236,0.114,0.178,0.249,0.072,0.189,0.941,0.722,0.406,0.335,38405,0.43,0.412,0.514,60422,0.128,0.092,0.036,27870,21615,41070,27715,37325,24,0.779909
2002,,,2,103,99,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1287,1079,208,5,12545,7795,10950,7185,31330,21760,8110,4810,16685,15410,38435,26610,23540,62180,1.892,1,0.522,0.047,0.499,0.078,0.144,0.244,0.107,0.174,0.257,0.053,0.181,0.96,0.788,0.436,0.348,40140,0.401,0.421,0.522,59944,0.128,0.092,0.037,28430,22890,42105,28050,33010,24,0.796383
2003,,,2,117,111,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1500,1243,257,7,12870,8235,11215,7660,32720,23475,10885,8470,17260,15810,38155,27385,24495,76125,2.011,1,0.528,0.049,0.505,0.078,0.161,0.255,0.114,0.19,0.27,0.057,0.18,0.962,0.794,0.432,0.349,43420,0.395,0.449,0.515,60531,0.126,0.092,0.037,31285,25775,44995,30775,46130,24,0.811654
2004,,,2,138,131,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1770,1484,286,7,12825,7585,11325,6940,28760,21690,12405,6835,17725,16235,36800,28830,25320,57930,1.993,1,0.512,0.054,0.487,0.093,0.186,0.288,0.144,0.222,0.302,0.07,0.224,0.977,0.803,0.455,0.348,42790,0.38,0.465,0.533,60316,0.131,0.093,0.037,31310,26775,40525,30425,52075,25,0.834702
2005,,,2,175,165,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2379,1929,451,14,13605,8110,11725,7255,29350,23970,13040,9770,18665,16840,37225,31340,26830,53600,2.081,1,0.514,0.052,0.487,0.096,0.204,0.301,0.154,0.239,0.315,0.075,0.241,0.998,0.831,0.491,0.367,43265,0.37,0.5,0.527,59897,0.139,0.095,0.037,30150,25275,41160,28990,52860,25,0.858669
2006,,,2,203,192,12,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2932,2406,526,24,14420,8680,12555,7765,29430,25925,19270,9495,20100,17955,37420,34235,28870,55645,2.063,1,0.501,0.048,0.477,0.119,0.211,0.308,0.163,0.242,0.319,0.072,0.256,1.003,0.843,0.505,0.369,42345,0.352,0.541,0.52,59383,0.137,0.095,0.037,29600,25770,39090,28515,50995,25,0.876992
2007,,,2,210,199,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,3109,2553,556,12,14810,8655,12845,7750,30985,28350,11470,5375,20575,18655,38825,35610,30650,60950,2.052,1,0.49,0.046,0.465,0.132,0.245,0.359,0.187,0.282,0.373,0.08,0.29,1.029,0.882,0.546,0.414,40765,0.345,0.569,0.518,58626,0.142,0.098,0.038,29205,24795,39235,28220,48965,25,0.906824
2008,,,2,236,225,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,3512,2914,598,20,14880,8435,12925,7905,33190,27020,17725,9670,20455,18950,41170,36345,31515,65620,2.065,1,0.464,0.045,0.442,0.157,0.295,0.43,0.228,0.341,0.449,0.108,0.334,1.059,0.958,0.613,0.478,38365,0.341,0.577,0.512,57954,0.146,0.099,0.038,26320,22850,36140,25730,44685,25,0.910217
2009,,,2,300,287,13,10,2,,,,,,,,,,,,,,,,,,,,,,,,,4533,3672,861,20,15125,8540,12810,8160,37610,29960,13085,6875,19610,17710,43975,36510,30595,73895,1.935,1,0.483,0.05,0.458,0.194,0.337,0.456,0.287,0.373,0.472,0.171,0.396,1.063,1.035,0.647,0.528,37000,0.329,0.586,0.524,57307,0.148,0.102,0.038,24810,20665,35985,24150,42970,26,0.929017
2010,,,2,362,348,14,11,3,,,,,,,,,,,,,,,,,,,,,,,,,6068,4990,1078,40,16760,10005,14335,9835,43525,34165,15895,8500,21880,20365,49165,39755,34075,88600,1.989,1,0.442,0.057,0.413,0.18,0.313,,0.266,0.354,,0.123,0.379,1.087,,0.718,,34215,0.322,0.587,0.542,56521,0.16,0.104,0.039,22190,18540,32785,21695,41620,26,0.941916
2011,,,2,457,440,17,15,3,,,,,,,,,,,,,,,,,,,,,,,,,8773,7396,1377,43,19190,11475,16795,10815,43540,33150,13505,8815,25585,23875,50160,44495,38955,91400,2.252,1,0.52,0.061,0.486,0.185,0.277,,0.242,0.316,,0.152,0.339,1.097,,0.725,,32845,0.322,0.598,0.546,56428,0.163,0.103,0.039,20745,16895,31180,20315,37885,26,0.965479
2012,,,2,482,466,16,18,3,,,,,,,,,,,,,,,,,,,,,,,,,10872,9234,1637,55,22560,15355,19800,14510,48195,36535,16285,9555,30190,28235,55595,52435,45950,101750,2.64,1,0.584,0.065,0.549,0.139,,,0.193,,,0.143,0.265,1.093,,0.748,,31595,0.328,0.611,0.538,56050,0.171,0.105,0.039,20075,16170,30215,19680,37060,26,0.980216
2013,,,2,484,469,15,20,3,,,,,,,,,,,,,,,,,,,,,,,,,12320,10497,1823,68,25460,17510,22395,16650,51175,38125,20410,10915,35065,32830,62130,58745,53145,110855,3.034,2,0.544,0.069,0.508,,,,,,,,,,,,,30990,0.336,0.632,0.536,55881,0.174,0.108,0.04,19910,15915,29105,19485,35215,26,0.992323
2014,,,2,497,481,17,27,4,,,,,,,,,,,,,,,,,,,,,,,,,14093,11696,2397,83,28345,19575,24340,18450,54820,39250,20615,11175,39580,36330,64655,63410,57715,114525,3.411,2,0.498,0.068,0.461,,,,,,,,,,,,,29570,0.352,0.641,0.533,55419,0.181,0.11,0.04,18800,14870,28005,18330,33875,26,1
1970,,,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1160,975,1160,975,,,,,1530,1530,,1990,1990,,0,0,,,,0,0,0,0,0,0,,,0.845,0.567,0,0,,,,,,,,,,,,,,,0.209694
1971,,,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,730,825,730,825,,,,,865,865,,880,880,,1.19,0,,,,0.143,0.143,0.333,0.143,0.238,0.333,,,0.842,0.56,0.048,0.048,,,,,,,,,,,,,,,0.217343
1972,,,3,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1040,865,1025,865,1635,1635,,,1305,1300,3070,1860,1780,3070,1.569,0,,,,0.194,0.25,0.361,0.194,0.264,0.389,,,0.843,0.551,0.014,0.029,,,,,,,,,,,,,,,0.224633
1973,,,3,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,1135,865,1135,865,1105,850,,,1500,1500,1190,2215,2215,1800,1.673,0,,,,0.28,0.345,0.435,0.327,0.381,0.435,,,0.846,0.572,0.065,0.09,,,,,,,,,,,,,,,0.24199
1974,,,3,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,1305,1100,1285,1085,1235,1065,,,1500,1410,1745,2530,2515,2095,1.202,0,,,,0.313,0.404,0.457,0.351,0.428,0.466,,,0.844,0.569,0.045,0.07,,,,,,,,,,,,,,,0.269745
1975,,,3,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,1395,1270,1390,1270,1385,840,,,1740,1740,2295,2585,2560,3005,2.057,0,,,,0.21,0.286,0.329,0.257,0.305,0.333,,,0.842,0.556,0.058,0.087,,,,,,,,,,,,,,,0.287627
1976,,,3,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,9,1,0,1570,1280,1525,1280,1855,1695,,,2125,1930,2370,2925,2795,2620,2.131,0,,,,0.22,0.294,0.339,0.269,0.31,0.351,,,0.843,0.56,0.135,0.171,,,,,,,,,,,,,,,0.302189
1977,,,3,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,0,1595,1280,1585,1280,1445,1300,,,1775,1770,1780,2795,3005,2140,1.763,0,,,,0.237,0.315,0.358,0.289,0.323,0.371,,,0.843,0.556,0.194,0.237,,,,,,,,,,,,,,,0.322139
1978,,,3,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,16,0,0,1650,1295,1625,1295,2000,1425,,,2085,2060,3070,3065,3060,4520,2.433,0,,,,0.142,0.23,0.262,0.203,0.244,0.267,,,0.844,0.551,0.152,0.174,,,,,,,,,,,,,,,0.346492
1979,,,3,13,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23,21,1,0,1780,1310,1730,1310,2320,1725,,,2160,2160,2475,3445,3410,4355,2.798,0,,,,0.148,0.209,0.237,0.188,0.215,0.239,,,0.843,0.554,0.113,0.136,,,,,,,,,,,,,,,0.381639
1980,,,3,15,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,29,28,1,0,1875,1365,1840,1320,2325,1810,,,2200,2185,2840,3570,3510,4320,2.122,0,,,,0.125,0.158,0.221,0.148,0.187,0.225,,,0.843,0.545,0.08,0.104,,,,,,,,,,,,,,,0.42186
1981,,,3,30,30,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,62,59,3,0,2035,1840,1975,1800,2635,2085,,,2210,2200,3435,3730,3500,5970,1.867,0,,,,0.136,0.181,0.241,0.155,0.207,0.25,,,0.844,0.556,0.082,0.118,,,,,,,,,,,,,,,0.452594
1982,,,3,57,56,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,124,119,5,0,2175,2105,2130,2105,2575,2120,,,2525,2500,3205,3970,3845,5000,2.076,0,,,,0.119,0.167,0.212,0.143,0.185,0.217,,,0.846,0.554,0.107,0.127,,,,,,,,,,,,,,,0.474364
1983,,,3,86,85,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,217,210,7,0,2530,2145,2485,2145,3010,2180,,,3125,3040,3720,4370,4320,6435,2.092,0,,,,0.16,0.213,0.254,0.185,0.227,0.257,,,0.849,0.556,0.105,0.119,,,,,,,,,,,,,,,0.491878
1984,,,3,101,100,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,277,269,8,0,2730,2175,2700,2170,2910,2185,2625,2625,3535,3500,3960,4660,4640,5000,1.976,0,,,,0.197,0.251,0.286,0.226,0.262,0.291,,,0.852,0.562,0.133,0.141,,,,,,,,,,,,,,,0.509814
1985,,,3,117,116,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,344,333,11,0,2950,2190,2880,2190,4290,2700,3285,3285,3915,3845,5000,5350,5265,10665,1.98,0,,,,0.225,0.27,0.305,0.25,0.282,0.31,,,0.851,0.562,0.132,0.145,,,,,,,,,,,,,,,0.528431
1986,,,3,140,139,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,431,416,15,0,3080,2195,3000,2190,4985,2975,3035,2420,4125,4090,5350,5880,5635,12820,2.002,0,,,,0.231,0.279,0.322,0.256,0.291,0.329,,,0.85,0.557,0.123,0.141,,,,,,,,,,,,,,,0.536539
1987,,,3,139,138,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,450,432,18,0,3230,2200,3125,2200,5535,4005,2290,2290,4200,4195,6670,6040,5885,11960,2.003,0,,,,0.213,0.258,0.318,0.237,0.272,0.327,,,0.849,0.556,0.125,0.155,,,,,,,,,,,,,,,0.556903
1988,,,3,149,149,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,504,478,27,0,3385,2295,3215,2285,7640,5000,1735,1735,4210,4200,8810,6405,6280,18635,1.943,0,,,,0.252,0.308,0.379,0.28,0.33,0.387,,,0.851,0.557,0.177,0.239,,,,,,,,,,,,,,,0.580705
1989,,,3,125,125,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,458,432,26,0,3650,2320,3455,2315,10045,6195,2220,1390,4330,4305,10665,7200,6855,25750,2.058,0,,,,0.206,0.279,0.351,0.243,0.3,0.36,,,0.848,0.551,0.184,0.231,,,,,,,,,,,,,,,0.60299
1990,,,3,115,114,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,453,422,32,0,3950,2480,3690,2435,11480,6685,2105,1915,4605,4550,16615,7965,7500,28015,2.108,0,,,,0.204,0.276,0.346,0.243,0.294,0.354,,,0.85,0.545,0.202,0.228,,,,,,,,,,,,,,,0.631967
1991,,,3,106,106,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,453,419,34,1,4260,2605,3960,2590,12085,6130,3930,2565,4930,4840,17780,8590,8105,32105,2.27,0,,,,0.198,0.265,0.336,0.227,0.283,0.343,,,0.843,0.543,0.196,0.22,,,,,,,,,,,,,,,0.648323
1992,,,3,107,106,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,512,462,50,1,4805,2625,4350,2610,17220,10855,3640,3180,5220,5090,24030,9485,8900,37725,2.339,1,,,,0.171,0.245,0.316,0.205,0.262,0.326,,,0.84,0.543,0.185,0.209,,,,,,,,,,,,,,,0.665147
1993,,,3,112,111,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,552,493,59,1,4915,2625,4420,2625,16090,9985,5780,3070,5330,5195,23825,10450,9430,36785,2.273,0,,,,0.195,0.263,0.343,0.225,0.284,0.352,,,0.842,0.497,0.2,0.276,,,,,,,,,,,,,,,0.679709
1994,,,3,117,117,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,590,542,48,1,5030,2940,4640,2820,14245,8425,3755,3395,5815,5545,19115,10625,9770,32405,2.22,1,,,,0.177,0.255,0.325,0.218,0.276,0.332,,,0.852,0.486,0.199,0.255,,,,,,,,,,,,,,,0.694281
1995,,,3,122,121,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,690,623,66,2,5650,3370,5135,3335,17340,11400,5925,4480,6405,6150,22390,12215,11175,44355,2.259,1,,,,0.167,0.232,0.294,0.202,0.253,0.299,,,0.855,0.516,0.218,0.275,28585,0.362,0.418,0.487,50060,0.109,0.067,0.025,19445,8090,42800,18825,99790,,0.707602
1996,,,3,125,125,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,800,728,72,1,6380,3925,5835,3840,17970,12855,2915,3250,7385,7175,23365,14055,12770,43570,2.358,1,0.479,0.376,0.131,0.159,0.229,0.278,0.196,0.246,0.284,0.125,0.268,0.91,0.564,0.38,0.296,26755,0.327,0.53,0.591,55648,0.073,0.082,0.036,18185,11140,43020,18165,38370,,0.724261
1997,,,3,129,128,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,948,850,98,3,7360,4370,6645,4270,23495,16030,6385,5215,8575,8245,34720,16360,15075,57590,2.452,1,0.444,0.35,0.124,0.147,0.21,0.263,0.186,0.221,0.273,0.105,0.25,0.933,0.582,0.417,0.317,29685,0.38,0.555,0.56,52065,0.121,0.106,0.042,20960,13185,41290,20970,1665,,0.732323
1998,,,3,137,136,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1127,1024,103,3,8240,4730,7525,4625,24905,16600,6975,3785,10035,9810,33465,19365,18040,61270,2.383,1,0.394,0.304,0.131,0.134,0.189,0.258,0.156,0.207,0.265,0.094,0.2,0.918,0.602,0.385,0.311,29775,0.38,0.559,0.541,53007,0.131,0.102,0.039,21880,14025,43065,21870,13505,,0.738253
1999,,,3,139,138,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1349,1159,190,3,9700,5285,8395,5200,31915,20580,9475,5175,11355,10710,43950,22105,20365,81450,2.772,1,0.391,0.297,0.147,0.107,0.163,0.229,0.126,0.178,0.236,0.069,0.162,0.917,0.59,0.391,0.304,32360,0.416,0.559,0.529,56347,0.147,0.097,0.037,23645,15705,45235,23645,11065,24,0.753413
2000,,,3,143,142,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1421,1232,190,3,9965,5355,8695,5240,31210,21565,6895,6130,11625,10910,39535,23725,21420,80830,2.792,1,0.385,0.288,0.153,0.109,0.171,0.236,0.136,0.187,0.245,0.073,0.177,0.914,0.6,0.394,0.304,32995,0.438,0.559,0.52,53309,0.102,0.098,0.037,24605,16095,44635,24600,19715,23,0.77168
2001,,,3,135,134,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1437,1256,181,2,10660,5500,9380,5390,31275,20560,8805,7115,12815,12055,37555,25610,23305,72360,2.941,1,0.39,0.291,0.154,0.104,0.164,0.227,0.126,0.178,0.234,0.063,0.167,0.906,0.598,0.368,0.288,37125,0.478,0.536,0.508,53287,0.098,0.095,0.036,27425,16970,49980,27425,32525,23,0.779909
2002,,,3,134,133,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1483,1266,218,4,11105,5580,9535,5485,30860,22210,9525,5620,12915,12295,39070,27090,24080,64250,3.039,1,0.396,0.284,0.173,0.094,0.151,0.22,0.116,0.167,0.231,0.053,0.158,0.919,0.661,0.372,0.291,37930,0.48,0.538,0.512,53871,0.09,0.093,0.036,28685,17210,50550,28665,29125,23,0.796383
2003,,,3,144,144,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,1595,1362,233,4,11050,5440,9475,5365,29915,20535,11735,4475,13140,12500,36455,26815,23760,68710,3.074,1,0.382,0.278,0.159,0.095,0.158,0.24,0.118,0.177,0.249,0.052,0.159,0.925,0.683,0.376,0.291,39485,0.496,0.531,0.525,54167,0.088,0.09,0.036,30760,18690,51415,30760,33900,23,0.811654
2004,,,3,175,174,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1941,1661,280,5,11100,5520,9555,5405,30660,21050,8935,5600,12810,12230,38320,27295,24430,68365,3.168,1,0.385,0.272,0.169,0.103,0.173,0.257,0.135,0.196,0.267,0.047,0.19,0.938,0.704,0.401,0.302,39755,0.488,0.54,0.526,53979,0.09,0.092,0.035,30580,18610,52245,30580,30215,23,0.834702
2005,,,3,208,207,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,2493,2133,360,11,11970,5980,10295,5875,30905,21810,9570,5790,14220,13595,38750,30275,26075,63260,3.302,1,0.421,0.305,0.176,0.105,0.186,0.265,0.139,0.207,0.273,0.06,0.196,0.965,0.741,0.437,0.322,39500,0.486,0.547,0.511,54145,0.09,0.092,0.036,30160,18440,51575,30155,28945,23,0.858669
2006,,,3,230,230,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,2829,2387,442,9,12280,6350,10400,6245,35780,25465,10315,5960,14310,13705,42590,29820,26380,72290,3.251,1,0.433,0.319,0.171,0.118,0.199,0.273,0.158,0.219,0.285,0.071,0.224,0.977,0.766,0.452,0.331,39905,0.485,0.558,0.523,54529,0.096,0.092,0.036,30685,18415,51480,30625,30130,23,0.876992
2007,,,3,232,231,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,2956,2549,406,9,12750,6460,11035,6355,37090,29375,9505,7300,15260,14705,45705,31445,28180,73175,3.256,1,0.439,0.33,0.171,0.125,0.21,0.304,0.167,0.237,0.317,0.078,0.238,0.982,0.764,0.461,0.347,40100,0.509,0.557,0.505,54600,0.1,0.092,0.036,30660,18400,50480,30660,26715,23,0.906824
2008,,,3,242,241,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,3156,2726,430,14,13040,6855,11335,6700,36445,26840,13740,7610,15890,15255,46800,31210,28270,77930,3.401,1,0.462,0.35,0.178,0.136,0.232,0.335,0.183,0.262,0.35,0.095,0.259,0.988,0.775,0.48,0.371,41000,0.526,0.572,0.503,55241,0.099,0.091,0.035,30935,17760,51475,30930,32925,22,0.910217
2009,,,3,304,303,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,4221,3615,606,15,13875,7375,11940,7280,38720,30600,11295,5840,16695,15880,49165,33545,29550,81315,3.389,1,0.497,0.384,0.183,0.146,0.263,0.365,0.217,0.295,0.379,0.134,0.298,1.016,0.841,0.529,0.409,41045,0.532,0.568,0.503,55185,0.105,0.092,0.036,30350,16630,51255,30315,30695,22,0.929017
